"age","work.class","final.weight","education","years.school","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income","income.g50"
63," Self-emp-not-inc",33487," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
40," Federal-gov",118686," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," United-States"," <=50K",0
31," Private",113838," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," United-States"," <=50K",0
40," Private",284303," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," United-States"," >50K",1
23," Private",155919," 9th",5," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",40," Mexico"," <=50K",0
65," Self-emp-inc",81413," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",65," United-States"," <=50K",0
48," Self-emp-not-inc",247294," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",30," Peru"," <=50K",0
21," Private",39943," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",20," United-States"," <=50K",0
47," Private",244025," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," Amer-Indian-Eskimo"," Male",56," Puerto-Rico"," <=50K",0
34," Self-emp-not-inc",250182," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," United-States"," <=50K",0
36," Private",77820," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
19," Private",283945," 10th",6," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",45," United-States"," <=50K",0
38," Private",35429," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
20," Private",172232," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",48," United-States"," <=50K",0
49," Self-emp-not-inc",182752," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",35," United-States"," >50K",1
55," Private",144084," 10th",6," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K",0
50," State-gov",24790," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
42," Self-emp-not-inc",326083," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K",0
36," Private",173804," 11th",7," Divorced"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
31," State-gov",350651," 12th",8," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",40," United-States"," >50K",1
17," Private",132755," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",15," United-States"," <=50K",0
58," Local-gov",310085," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
76," Private",142535," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Male",6," United-States"," <=50K",0
52," Self-emp-inc",138497," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," <=50K",0
41," Private",172307," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
25," Private",135568," 9th",5," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
34," State-gov",56964," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",50," United-States"," >50K",1
28," Private",197905," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K",0
52," Private",180881," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
32," ?",30499," Bachelors",13," Divorced"," ?"," Unmarried"," White"," Female",32," United-States"," <=50K",0
39," Private",198841," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," United-States"," >50K",1
64," Private",47298," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," United-States"," >50K",1
43," Private",90582," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
29," Private",330132," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",60," United-States"," <=50K",0
22," Private",36011," Assoc-voc",11," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",30," United-States"," <=50K",0
54," ?",148657," Preschool",1," Married-civ-spouse"," ?"," Wife"," White"," Female",40," Mexico"," <=50K",0
31," Private",163516," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
42," Local-gov",125155," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",90," United-States"," <=50K",0
23," Private",160968," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",10," United-States"," <=50K",0
42," Private",191765," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," Black"," Female",40," Trinadad&Tobago"," <=50K",0
39," Private",180667," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
40," Self-emp-not-inc",29036," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",35," United-States"," <=50K",0
45," Federal-gov",88564," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
37," Private",232614," HS-grad",9," Divorced"," Other-service"," Unmarried"," Black"," Female",30," United-States"," <=50K",0
58," Self-emp-not-inc",105592," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," >50K",1
32," Private",348152," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
26," Local-gov",177482," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",45," United-States"," >50K",1
22," Private",206815," HS-grad",9," Never-married"," Sales"," Unmarried"," White"," Female",40," Peru"," <=50K",0
54," Local-gov",184620," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
30," Private",186420," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",35," United-States"," <=50K",0
28," Local-gov",296537," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," United-States"," <=50K",0
19," Private",25429," 12th",8," Never-married"," Other-service"," Own-child"," White"," Female",20," United-States"," <=50K",0
26," Private",245628," 11th",7," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",20," United-States"," <=50K",0
22," Self-emp-not-inc",202920," HS-grad",9," Never-married"," Prof-specialty"," Unmarried"," White"," Female",40," Dominican-Republic"," >50K",1
65," Private",88513," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",18," United-States"," <=50K",0
34," Local-gov",177675," Some-college",10," Never-married"," Protective-serv"," Not-in-family"," White"," Male",50," United-States"," >50K",1
29," Private",193260," Bachelors",13," Married-civ-spouse"," Craft-repair"," Other-relative"," Asian-Pac-Islander"," Male",30," India"," <=50K",0
59," Private",291529," 10th",6," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Male",52," United-States"," <=50K",0
43," State-gov",222978," Doctorate",16," Separated"," Prof-specialty"," Unmarried"," White"," Female",40," United-States"," >50K",1
32," Private",193380," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",40," United-States"," <=50K",0
43," Self-emp-inc",140988," Bachelors",13," Married-civ-spouse"," Sales"," Other-relative"," Asian-Pac-Islander"," Male",45," India"," <=50K",0
19," Private",144750," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",18," United-States"," <=50K",0
44," Local-gov",101967," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",40," United-States"," <=50K",0
41," State-gov",47902," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",50," United-States"," >50K",1
37," Self-emp-not-inc",187411," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," ?"," <=50K",0
25," Private",267284," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",40," United-States"," <=50K",0
61," Private",198078," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," >50K",1
20," Private",117222," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",50," United-States"," <=50K",0
33," Self-emp-not-inc",48189," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",30," United-States"," <=50K",0
37," Private",160920," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",45," United-States"," <=50K",0
35," Private",465507," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",40," United-States"," <=50K",0
29," Private",158218," HS-grad",9," Never-married"," Farming-fishing"," Unmarried"," White"," Male",35," United-States"," <=50K",0
52," Self-emp-not-inc",283079," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
37," Federal-gov",93225," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," >50K",1
38," Private",43770," Some-college",10," Separated"," Other-service"," Not-in-family"," White"," Female",72," United-States"," <=50K",0
52," Private",386397," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," >50K",1
36," Private",145933," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",70," United-States"," <=50K",0
40," Private",55508," 7th-8th",4," Divorced"," Farming-fishing"," Unmarried"," White"," Female",40," United-States"," <=50K",0
30," Private",219838," 12th",8," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
46," Private",270693," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",30," United-States"," <=50K",0
34," Private",106541," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
62," Local-gov",159908," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",38," United-States"," <=50K",0
29," Private",119004," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," <=50K",0
52," Federal-gov",154521," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",44," United-States"," >50K",1
21," Private",157893," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Female",40," United-States"," <=50K",0
21," Private",252253," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
39," Private",174368," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," >50K",1
28," Self-emp-not-inc",31717," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
36," Private",172256," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",44," United-States"," >50K",1
44," Private",213416," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," Mexico"," <=50K",0
26," Private",152855," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," Other"," Female",40," Mexico"," <=50K",0
70," Self-emp-not-inc",155141," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",12," United-States"," >50K",1
40," Private",94080," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
42," Private",282062," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
51," Private",102615," Masters",14," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," >50K",1
64," Private",114994," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",20," United-States"," <=50K",0
35," Private",56352," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," Puerto-Rico"," <=50K",0
29," Federal-gov",155970," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," >50K",1
20," Private",275357," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," White"," Female",25," United-States"," <=50K",0
28," Private",114158," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",26," United-States"," <=50K",0
62," Private",149617," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",16," United-States"," <=50K",0
31," Private",137952," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," Other"," Male",40," Puerto-Rico"," <=50K",0
35," Private",150057," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
20," Private",173851," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," United-States"," <=50K",0
48," Private",317360," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",50," United-States"," <=50K",0
